head	relation	tail
DB05254	targets	P00749
DB06820	targets	P05177
DB07556	targets	P39900
DB02735	targets	P08842
DB00703	targets	P11712
DB00700	targets	P19099
DB07697	targets	P14618
DB00142	targets	P17735
DB01236	targets	P98194
DB02494	targets	P15085
DB00242	targets	Q07864
DB02193	targets	P00749
DB02328	targets	P32929
DB00818	targets	Q16445
DB00842	targets	P54855
DB07251	targets	P54760
DB08484	targets	P09467
DB00356	targets	P04798
DB00071	targets	P16519
DB02987	targets	P00973
DB08011	targets	P53779
DB05042	targets	P50406
DB04839	targets	P10275
DB08033	targets	P52732
DB00126	targets	Q9H6Z9
DB00428	targets	P04798
DB05506	targets	P18031
DB01030	targets	Q969P6
DB05875	targets	P11511
DB00237	targets	P36544
DB00656	targets	P24462
DB00614	targets	P21397
DB00962	targets	P20815
DB02594	targets	P27707
DB01029	targets	P05412
DB06201	targets	Q15858
DB09068	targets	P46098
DB06738	targets	P11712
DB00171	targets	Q08828
DB04677	targets	P27338
DB03461	targets	Q04828
DB06210	targets	P10632
DB00002	targets	P12314
DB08696	targets	P11473
DB01404	targets	P35869
DB02772	targets	O00244
DB09302	targets	Q8NBP7
DB01166	targets	P05177
DB00312	targets	O14764
DB06626	targets	P35916
DB00421	targets	Q02641
DB00590	targets	P10635
DB06701	targets	P23975
DB00589	targets	P10635
DB00951	targets	P05177
DB04287	targets	P14555
DB07263	targets	P18031
DB05812	targets	P10632
DB00850	targets	P14416
DB00605	targets	P27361
DB04701	targets	P28161
DB05187	targets	Q07869
DB08877	targets	O60674
DB01589	targets	Q8N1C3
DB02073	targets	P02144
DB02393	targets	P16118
DB00633	targets	P05177
DB01259	targets	P00533
DB03600	targets	Q9NZD2
DB00417	targets	P46059
DB08374	targets	P17538
DB00431	targets	P23415
DB08273	targets	P01744
DB00396	targets	Q16678
DB04680	targets	P16442
DB05159	targets	P41597
DB00925	targets	P18825
DB00189	targets	O14764
DB00125	targets	P35228
DB00189	targets	P47869
DB08818	targets	P98066
DB00963	targets	P23219
DB08813	targets	P01100
DB01591	targets	P11229
DB00120	targets	Q9Y285
DB01274	targets	P10635
DB00835	targets	P35367
DB02485	targets	Q8NFW8
DB01274	targets	P11509
DB06626	targets	P22309
DB08059	targets	P27986
DB02195	targets	Q16539
DB01373	targets	Q01082
DB01236	targets	P03886
DB01234	targets	P35228
DB01274	targets	P07550
DB02116	targets	P28482
DB02556	targets	Q16773
DB09073	targets	Q00534
DB07544	targets	P54687
DB00081	targets	P08637
DB01303	targets	P30542
DB00142	targets	Q05932
DB01109	targets	P16109
DB00514	targets	P31645
DB01355	targets	P14867
DB00142	targets	Q6IA69
DB00318	targets	P06133
DB00833	targets	P05164
DB01699	targets	P80404
DB00055	targets	P02776
DB02986	targets	P00918
DB00590	targets	Q12809
DB01303	targets	Q92769
DB01114	targets	P23975
DB06822	targets	O75173
DB00490	targets	P08684
DB01191	targets	P11509
DB02379	targets	O60264
DB03987	targets	P00374
DB00370	targets	Q01959
DB00120	targets	P17735
DB00167	targets	P41252
DB00493	targets	P02768
DB03608	targets	P07477
DB01780	targets	P62258
DB00668	targets	P08684
DB08912	targets	P10632
DB02482	targets	Q04759
DB08708	targets	P11309
DB02585	targets	P35030
DB05447	targets	P41235
DB00074	targets	P02745
DB00201	targets	P24462
DB00450	targets	P14416
DB00464	targets	P04070
DB00628	targets	P34903
DB01367	targets	P27338
DB03796	targets	O76054
DB01931	targets	Q05586
DB00363	targets	Q9NYX4
DB09080	targets	P07550
DB00831	targets	P62158
DB00220	targets	P08684
DB00749	targets	Q9HAW8
DB07862	targets	Q86XF0
DB01079	targets	P28335
DB00378	targets	P06401
DB00755	targets	P11712
DB07310	targets	P28845
DB00071	targets	Q96C24
DB00909	targets	Q9NY46
DB00025	targets	P04275
DB07623	targets	P11509
DB00898	targets	Q02641
DB05255	targets	P41180
DB08009	targets	Q96NX5
DB00398	targets	P07949
DB00652	targets	Q99720
DB01399	targets	P23219
DB04771	targets	P00734
DB00622	targets	Q13936
DB00678	targets	P30556
DB09068	targets	P10635
DB07347	targets	P21281
DB00312	targets	O00591
DB00856	targets	P35354
DB00412	targets	P05177
DB02076	targets	P52209
DB00041	targets	P47989
DB00255	targets	P62508
DB00169	targets	Q6VVX0
DB05202	targets	P04275
DB00786	targets	Q9H239
DB05153	targets	P08581
DB00661	targets	P20815
DB07940	targets	P06276
DB00116	targets	O75891
DB00814	targets	P11712
DB00463	targets	O14764
DB01558	targets	P18505
DB00170	targets	P16083
DB06655	targets	P08473
DB05201	targets	P21554
DB01278	targets	O60896
DB04014	targets	Q00535
DB08094	targets	P24941
DB00186	targets	Q9UN88
DB06777	targets	Q02318
DB08406	targets	P00374
DB04468	targets	P03372
DB01942	targets	P14621
DB01983	targets	P05089
DB02376	targets	P09848
DB07060	targets	Q9UJM8
DB01234	targets	P04083
DB02789	targets	O00204
DB05260	targets	P02818
DB00292	targets	P34903
DB07075	targets	O14757
DB08878	targets	P00374
DB01536	targets	P14061
DB04942	targets	P10826
DB02715	targets	P03372
DB00064	targets	P02649
DB08341	targets	Q14289
DB00321	targets	P28222
DB00835	targets	P10635
DB00146	targets	Q07973
DB00905	targets	P34995
DB00335	targets	P08588
DB05740	targets	P43681
DB00669	targets	P28222
DB00188	targets	P05177
DB02448	targets	P14555
DB00970	targets	P11388
DB07614	targets	O60760
DB07981	targets	P23219
DB00210	targets	P10276
DB00537	targets	P24462
DB04841	targets	Q9P0X4
DB01567	targets	P31644
DB00398	targets	P22309
DB01256	targets	P08684
DB00002	targets	P00736
DB05882	targets	P03372
DB02445	targets	P46926
DB02838	targets	P14920
DB01048	targets	P55263
DB00402	targets	P10632
DB00986	targets	P08172
DB01238	targets	P21917
DB04147	targets	P23528
DB00098	targets	P06126
DB00186	targets	P28472
DB00227	targets	Q15166
DB00418	targets	O15399
DB00215	targets	P20813
DB00668	targets	P13945
DB00404	targets	P18507
DB04315	targets	Q7Z2Z2
DB08155	targets	P00918
DB08023	targets	P53779
DB01354	targets	P31644
DB02315	targets	P10644
DB03147	targets	Q96RQ9
DB02689	targets	P05089
DB00055	targets	P00450
DB01439	targets	P41145
DB00726	targets	P20309
DB05708	targets	P05181
DB00738	targets	P20815
DB01201	targets	P10632
DB07244	targets	P29474
DB00727	targets	P05091
DB01622	targets	P08908
DB00418	targets	P05177
DB00449	targets	P07550
DB09280	targets	P10632
DB04593	targets	P08709
DB06850	targets	P00734
DB01576	targets	P35368
DB01437	targets	P78334
DB03216	targets	P23526
DB08362	targets	P68400
DB02751	targets	Q14353
DB04315	targets	P40616
DB00129	targets	Q8WY07
DB00228	targets	Q16445
DB00363	targets	P21917
DB00527	targets	Q9Y5Y9
DB00195	targets	P08588
DB00751	targets	P34969
DB04315	targets	P01112
DB07615	targets	O60760
DB08912	targets	P57059
DB01073	targets	P27707
DB00091	targets	Q96LZ3
DB00694	targets	P47989
DB00257	targets	P24462
DB00753	targets	P30049
DB00317	targets	P10635
DB00502	targets	P04798
DB01645	targets	Q15596
DB03310	targets	P00390
DB08751	targets	P01112
DB03233	targets	P23919
DB01107	targets	P10635
DB03461	targets	P22570
DB00111	targets	P02745
DB00363	targets	P08173
DB03621	targets	P62942
DB07096	targets	P09874
DB01437	targets	Q16445
DB07594	targets	P08238
DB00092	targets	P00736
DB08156	targets	P00915
DB00132	targets	P32418
DB04172	targets	P00749
DB00339	targets	P08684
DB01211	targets	P20815
DB01544	targets	P05177
DB00237	targets	Q8N1C3
DB00939	targets	P35354
DB00418	targets	Q12879
DB01183	targets	P08684
DB00366	targets	P11229
DB00139	targets	Q8IVL5
DB04889	targets	P31645
DB09046	targets	P48357
DB06694	targets	P18825
DB01073	targets	P09884
DB00157	targets	P00352
DB06751	targets	P27815
DB00413	targets	P28223
DB01045	targets	O94956
DB01520	targets	O15399
DB01954	targets	Q07343
DB00134	targets	Q9UBK8
DB07636	targets	P47985
DB00213	targets	P05177
DB00603	targets	P06401
DB00969	targets	P05181
DB03899	targets	P07900
DB00619	targets	P10635
DB04312	targets	P00326
DB00988	targets	P31645
DB01812	targets	P52848
DB04723	targets	P15086
DB00051	targets	P00736
DB08709	targets	P11309
DB00372	targets	P21917
DB05241	targets	P42336
DB00055	targets	P05154
DB00259	targets	P33261
DB03428	targets	P06493
DB07443	targets	Q02127
DB01049	targets	P25100
DB00280	targets	Q9UK17
DB07655	targets	O14757
DB02342	targets	Q16665
DB02010	targets	P43405
DB00619	targets	P10721
DB00921	targets	P41143
DB00814	targets	P35354
DB00371	targets	P05181
DB00363	targets	P08908
DB00157	targets	P52895
DB01028	targets	P03886
DB00774	targets	P00918
DB05812	targets	P05177
DB00696	targets	P23975
DB00228	targets	P28472
DB00831	targets	P26447
DB04409	targets	P05230
DB06695	targets	P16662
DB08219	targets	P20248
DB08918	targets	P10635
DB00568	targets	P21728
DB01437	targets	O14764
DB00934	targets	P35368
DB03832	targets	Q9UKG9
DB01388	targets	P24462
DB01151	targets	P08908
DB02966	targets	P42262
DB01425	targets	P14416
DB00637	targets	P10635
DB01023	targets	P24462
DB01694	targets	Q9NWT6
DB06908	targets	P37231
DB08896	targets	P10632
DB00157	targets	Q9UDR5
DB01088	targets	P27815
DB01076	targets	P10635
DB00619	targets	P08684
DB03964	targets	Q99798
DB07489	targets	Q9Y6M4
DB08772	targets	O60218
DB00893	targets	P02794
DB00800	targets	P21728
DB00078	targets	P12314
DB03559	targets	P08319
DB00688	targets	Q9HAW9
DB05304	targets	Q16790
DB00186	targets	P18505
DB02900	targets	P20645
DB00250	targets	P33260
DB08235	targets	O15143
DB00563	targets	P42898
DB00693	targets	P04798
DB00904	targets	P05177
DB01196	targets	Q92731
DB01567	targets	O14764
DB02337	targets	Q93088
DB07917	targets	O60760
DB00925	targets	P35368
DB02973	targets	P24941
DB00126	targets	Q8IVL6
DB03058	targets	P00746
DB06077	targets	P14416
DB00801	targets	P28476
DB00316	targets	Q06520
DB00514	targets	P41143
DB00921	targets	P10632
DB00149	targets	Q9P2J5
DB00316	targets	P11509
DB01548	targets	P41143
DB00977	targets	P10632
DB07076	targets	P00749
DB01708	targets	P48169
DB01132	targets	P10635
DB00128	targets	Q8N142
DB01941	targets	P28702
DB03082	targets	P00749
DB01355	targets	P23219
DB01186	targets	P28335
DB09128	targets	P18825
DB01026	targets	P10635
DB03245	targets	Q92947
DB00134	targets	P42898
DB04661	targets	P15813
DB04395	targets	P53355
DB01069	targets	P08173
DB09078	targets	P21802
DB01229	targets	Q16678
DB04141	targets	Q9UDW1
DB01224	targets	P20815
DB08660	targets	P68400
DB00074	targets	P08637
DB00896	targets	P04150
DB01095	targets	P10632
DB01103	targets	Q15111
DB04991	targets	O14672
DB05466	targets	P25103
DB00836	targets	P10632
DB00683	targets	P31644
DB00463	targets	P18505
DB01142	targets	P10635
DB01306	targets	P05177
DB00468	targets	P10635
DB05483	targets	P08048
DB02072	targets	P18031
DB00514	targets	P23975
DB06848	targets	Q15661
DB01559	targets	P47870
DB01036	targets	P08172
DB05740	targets	P17787
DB00203	targets	P24462
DB02379	targets	Q9BZZ2
DB00242	targets	P31350
DB01750	targets	P63208
DB01075	targets	P05177
DB05065	targets	P27487
DB00426	targets	Q06278
DB00661	targets	P05177
DB00388	targets	P25100
DB03127	targets	P00749
DB06702	targets	P08173
DB06870	targets	P10275
DB00248	targets	P18825
DB01148	targets	P11229
DB00712	targets	P11712
DB01406	targets	P11511
DB05337	targets	P48060
DB03657	targets	P11217
DB07403	targets	Q15118
DB00543	targets	P28222
DB03393	targets	P62937
DB03187	targets	P23434
DB01101	targets	P19971
DB01588	targets	P48169
DB00246	targets	P28222
DB00603	targets	P10632
DB01075	targets	P33260
DB05017	targets	P05231
DB01483	targets	P48169
DB03837	targets	P25774
DB00683	targets	Q8N1C3
DB01206	targets	P10635
DB00401	targets	Q08289
DB00964	targets	P18089
DB00369	targets	P19971
DB07131	targets	P00734
DB00277	targets	P11712
DB01618	targets	P28223
DB02211	targets	P27338
DB00220	targets	P33261
DB01023	targets	Q08289
DB00476	targets	P31645
DB07088	targets	P00734
DB00945	targets	P19838
DB00134	targets	Q93088
DB07128	targets	P00734
DB00338	targets	P10632
DB01074	targets	P23786
DB04258	targets	P11473
DB00998	targets	P28222
DB00185	targets	P08684
DB00907	targets	P10632
DB03491	targets	P15531
DB00875	targets	P35348
DB01191	targets	P05177
DB00176	targets	P24462
DB00297	targets	P34995
DB07567	targets	P03372
DB00186	targets	P47870
DB00667	targets	P50135
DB00690	targets	P24046
DB07900	targets	P22894
DB00157	targets	P30038
DB00320	targets	P08913
DB07189	targets	P78536
DB00668	targets	P01375
DB00120	targets	Q9NSD9
DB00714	targets	Q9NYX4
DB06042	targets	Q9H4B7
DB00246	targets	P24462
DB00313	targets	Q01118
DB00398	targets	P35968
DB00540	targets	P08172
DB01233	targets	Q13639
DB01353	targets	P31644
DB01355	targets	P48169
DB08788	targets	P07900
DB00672	targets	Q09428
DB07469	targets	Q7Z406
DB00753	targets	P42261
DB01131	targets	P33261
DB04436	targets	P04179
DB05147	targets	Q9H853
DB01601	targets	P10635
DB01098	targets	P33261
DB04326	targets	P60174
DB07232	targets	Q9UGN5
DB07204	targets	P61925
DB00157	targets	Q02218
DB04601	targets	P00918
DB00398	targets	P04049
DB04126	targets	P09668
DB00918	targets	P28221
DB00718	targets	P27144
DB00208	targets	Q9H244
DB00316	targets	P04798
DB00276	targets	P10635
DB01184	targets	P08684
DB01752	targets	Q9H2P9
DB03865	targets	P00734
DB01240	targets	P11712
DB02010	targets	Q08881
DB01355	targets	P11712
DB01805	targets	P07478
DB02494	targets	P62913
DB03604	targets	P10828
DB00851	targets	Q14181
DB00370	targets	P08588
DB00074	targets	P12318
DB00926	targets	P19793
DB08868	targets	P08684
DB04141	targets	O14521
DB00207	targets	Q9UM07
DB01151	targets	P23975
DB04837	targets	P35367
DB01049	targets	O14764
DB03740	targets	Q9Y286
DB00201	targets	P51160
DB00029	targets	Q03405
DB00217	targets	P48048
DB00759	targets	P08684
DB00312	targets	P34903
DB01059	targets	P11509
DB00860	targets	P11509
DB03010	targets	P04350
DB05879	targets	P01375
DB01277	targets	P11717
DB04937	targets	O14746
DB01186	targets	P35462
DB00292	targets	P78334
DB00292	targets	P47869
DB00381	targets	P00915
DB00222	targets	Q14654
DB00455	targets	P10635
DB01353	targets	P34903
DB05232	targets	Q99250
DB00166	targets	Q9Y234
DB01752	targets	Q14749
DB01159	targets	P05181
DB02987	targets	P07998
DB05890	targets	P15692
DB08599	targets	P39900
DB00499	targets	P10275
DB02342	targets	P11511
DB03974	targets	P29474
DB00628	targets	P18507
DB00829	targets	P33261
DB06962	targets	P20231
DB00721	targets	O15554
DB07013	targets	P45452
DB08073	targets	P61925
DB08910	targets	P05177
DB00087	targets	P12318
DB00523	targets	P48443
DB01142	targets	P50406
DB00818	targets	P48169
DB05369	targets	P25021
DB00870	targets	P11712
DB01029	targets	P08684
DB08022	targets	P11309
DB00631	targets	P23921
DB01351	targets	P34903
DB01590	targets	P08684
DB00234	targets	P08684
DB01621	targets	P08908
DB06589	targets	P10632
DB03516	targets	Q12882
DB05408	targets	P29466
DB04077	targets	O60760
DB04077	targets	P09466
DB04395	targets	P48637
DB06626	targets	P17948
DB00143	targets	Q16873
DB00812	targets	P08684
DB00692	targets	P35348
DB00312	targets	P36544
DB00495	targets	P33261
DB00852	targets	P18847
DB06262	targets	P18089
DB00142	targets	O15399
DB01200	targets	P35462
DB02721	targets	P00326
DB00344	targets	P10635
DB00818	targets	P19224
DB01236	targets	P48169
DB00477	targets	P41595
DB05460	targets	P09211
DB06103	targets	P20839
DB01029	targets	P05177
DB02098	targets	P10153
DB00604	targets	P24462
DB06813	targets	P00374
DB08134	targets	P24941
DB00786	targets	P09238
DB03461	targets	P00374
DB01363	targets	P31645
DB00594	targets	Q16515
DB00197	targets	P11712
DB00150	targets	P14902
DB02126	targets	P69905
DB00920	targets	Q9NP56
DB00842	targets	P28476
DB02840	targets	P07900
DB01394	targets	P10632
DB08873	targets	P20815
DB06817	targets	P22309
DB02733	targets	P78362
DB00624	targets	P05108
DB00549	targets	P33261
DB00752	targets	P05181
DB01100	targets	P10635
DB01174	targets	Q13002
DB00313	targets	P80404
DB04540	targets	P35398
DB07549	targets	P00734
DB07702	targets	Q92731
DB00142	targets	P54687
DB00909	targets	P00918
DB00924	targets	P10635
DB05446	targets	P02749
DB05744	targets	P01375
DB06292	targets	P05177
DB01254	targets	P51692
DB00151	targets	P48637
DB00321	targets	P08588
DB00705	targets	P10635
DB01752	targets	P22061
DB00073	targets	P31994
DB04447	targets	P04035
DB02621	targets	P68133
DB05014	targets	P11362
DB01049	targets	P08684
DB01622	targets	P35368
DB01435	targets	P10635
DB05895	targets	O14763
DB08294	targets	P01744
DB08896	targets	Q15759
DB01496	targets	P36544
DB00907	targets	Q9Y5Y9
DB00951	targets	P08684
DB05010	targets	O75899
DB00158	targets	P41439
DB08465	targets	P14625
DB00297	targets	Q9Y5Y9
DB00918	targets	P28222
DB11362	targets	P08684
DB03461	targets	O60218
DB00900	targets	P00491
DB00497	targets	P41143
DB01236	targets	Q09470
DB04841	targets	P10635
DB00950	targets	P10635
DB00268	targets	P28222
DB06729	targets	P10632
DB02638	targets	P37288
DB08864	targets	P33261
DB00801	targets	P47869
DB00108	targets	O75015
DB00579	targets	P23975
DB00424	targets	P08173
DB00173	targets	P07741
DB00907	targets	P10635
DB01483	targets	Q16445
DB04953	targets	P22309
DB05876	targets	P27815
DB08901	targets	P07948
DB01174	targets	P33260
DB00321	targets	P20813
DB01167	targets	P08684
DB01970	targets	Q13370
DB03035	targets	P68400
DB04787	targets	P06401
DB04946	targets	P18825
DB07638	targets	Q92731
DB00741	targets	P24462
DB01221	targets	P28221
DB01236	targets	O00591
DB08329	targets	P00918
DB00041	targets	P05181
DB00619	targets	P33261
DB07073	targets	P48736
DB07181	targets	P27487
DB00956	targets	P41143
DB00071	targets	P07339
DB00763	targets	P33261
DB00800	targets	P21918
DB06774	targets	P06276
DB00252	targets	P33260
DB00546	targets	P78334
DB00273	targets	P18507
DB00138	targets	O60931
DB00738	targets	O14717
DB06144	targets	P50406
DB06697	targets	P20815
DB01327	targets	P51580
DB01174	targets	P11712
DB08894	targets	P19235
DB06589	targets	P10721
DB06290	targets	P05177
DB02837	targets	P11226
DB00661	targets	P10635
DB00822	targets	P11712
DB08690	targets	P31930
DB02994	targets	P15121
DB00458	targets	Q9UK17
DB03822	targets	P06276
DB00540	targets	P14416
DB00315	targets	P28222
DB00171	targets	P42684
DB07802	targets	P68400
DB00268	targets	P10635
DB00958	targets	P05164
DB01156	targets	P05177
DB01252	targets	Q09428
DB00898	targets	Q13698
DB01045	targets	P20815
DB00408	targets	P28335
DB04590	targets	P08709
DB00726	targets	P08684
DB05403	targets	P53778
DB00937	targets	P23975
DB07913	targets	Q9UBX1
DB01173	targets	P05181
DB05708	targets	P36544
DB00119	targets	P11498
DB00367	targets	P10275
DB01117	targets	Q02127
DB04941	targets	P13569
DB08183	targets	O60674
DB06292	targets	P31639
DB00945	targets	P25963
DB00852	targets	P31645
DB02282	targets	Q13126
DB02383	targets	P14550
DB08218	targets	P20248
DB04725	targets	P09917
DB00745	targets	P20813
DB03696	targets	P48449
DB08231	targets	P63098
DB00170	targets	P00740
DB05657	targets	Q92847
DB01234	targets	P05093
DB00162	targets	P10745
DB06080	targets	P36888
DB00149	targets	Q15031
DB00336	targets	P47989
DB04044	targets	P11217
DB06603	targets	Q8WUI4
DB08536	targets	P24941
DB01472	targets	P10635
DB04879	targets	P35916
DB05386	targets	P15509
DB00179	targets	P09917
DB05341	targets	P05155
DB01296	targets	P01375
DB01544	targets	P47869
DB00731	targets	P08684
DB08312	targets	P24941
DB00715	targets	P08912
DB00448	targets	Q02928
DB00129	targets	P78540
DB00966	targets	P30556
DB01399	targets	P35354
DB00807	targets	Q9Y5Y9
DB05147	targets	Q9BUF5
DB08816	targets	Q9H244
DB00886	targets	P12821
DB03461	targets	P15121
DB01186	targets	P21918
DB06674	targets	P01375
DB00130	targets	Q6IA69
DB08187	targets	P00734
DB02659	targets	P23141
DB00945	targets	Q9UGJ0
DB00402	targets	P47869
DB06887	targets	P18031
